OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32538,2024-225H,2025-05-24T11:57:07.791840,14.98336396,.0003618,70.0007,173.7401,268.7986,91.2758,0,U,62170,999,2655,.33231E-3,.3875E-4,0
STARLINK-32257,2024-225J,2025-05-24T12:27:08.245152,14.98335996,.0003677,70.0002,173.4148,269.2778,90.7960,0,U,62171,999,2656,.17208E-3,.1961E-4,0
STARLINK-32407,2024-225K,2025-05-24T19:15:42.898176,14.98336772,.0003964,70.0002,172.7926,273.9061,86.1644,0,U,62172,999,2660,-.18254E-4,-.311E-5,0
STARLINK-32575,2024-225L,2025-05-24T10:41:35.008512,14.98332330,.0003887,70.0006,163.5528,264.6731,95.3984,0,U,62173,999,2680,.19965E-3,.229E-4,0
STARLINK-32552,2024-225M,2025-05-24T10:57:00.914112,14.98335565,.0003697,70.0002,173.5978,268.9616,91.1119,0,U,62174,999,2655,.11159E-3,.1239E-4,0
STARLINK-32534,2024-225N,2025-05-24T22:00:01.999584,14.98294875,.0003764,70.0004,172.7095,266.3077,169.0224,0,U,62175,999,581,.53331E-2,.6407E-3,0
STARLINK-32516,2024-225P,2025-05-24T11:51:07.244640,14.98335272,.000344,70.0008,173.7246,269.4493,90.6272,0,U,62176,999,2655,.30406E-3,.3537E-4,0
STARLINK-32542,2024-225Q,2025-05-24T22:00:01.999584,14.98292919,.0003621,69.9998,172.5804,268.4368,279.4285,0,U,62177,999,582,.52782E-2,.634E-3,0
STARLINK-32600,2024-225R,2025-05-24T10:17:34.588320,14.98335305,.0003972,70.0001,163.8931,268.6630,91.4074,0,U,62178,999,2679,.12009E-3,.134E-4,0
STARLINK-32584,2024-225S,2025-05-25T01:45:57.513312,14.98862556,.0010277,70.0009,172.0718,278.8772,81.1223,0,U,62179,999,2664,.14577E-1,.181013E-2,0
STARLINK-32587,2024-225T,2025-05-24T11:03:01.106208,14.98334497,.0003567,70.0005,173.5217,269.9562,90.1188,0,U,62180,999,2654,.29972E-3,.3485E-4,0
STARLINK-32602,2024-225U,2025-05-24T17:54:12.773088,14.98338505,.0003119,70.0000,162.9959,269.4484,90.6317,0,U,62181,999,2684,.34831E-3,.4066E-4,0
STARLINK-32565,2024-225V,2025-05-25T02:40:19.693056,14.98336242,.0003247,70.0008,171.8724,269.6700,90.4087,0,U,62182,999,2665,.16959E-3,.1931E-4,0
STARLINK-32589,2024-225W,2025-05-24T12:14:55.171392,14.98337308,.000353,70.0005,173.7840,268.6984,91.3771,0,U,62183,999,2655,.27931E-3,.3242E-4,0
STARLINK-32581,2024-225X,2025-05-24T19:06:17.223552,14.98351010,.0004161,70.0003,162.7681,264.2259,95.8426,0,U,62184,999,2685,.60938E-3,.719E-4,0
STARLINK-32686,2024-229A,2025-05-24T06:59:30.099840,15.27599079,.0001594,43.0007,101.4553,267.3383,92.7286,0,U,62192,999,2634,.59448E-3,.16142E-3,0
STARLINK-32688,2024-229B,2025-05-24T21:32:05.305632,15.27592428,.0000865,42.9960,101.7169,265.2442,94.8311,0,U,62193,999,2745,.94973E-3,.25974E-3,0
STARLINK-32684,2024-229C,2025-05-24T22:29:14.071488,15.27605694,.0001127,42.9998,101.1558,206.2625,153.8170,0,U,62194,999,2758,.68055E-3,.18527E-3,0
STARLINK-32672,2024-229D,2025-05-24T21:15:25.995456,15.27585451,.0001218,42.9990,101.6335,263.2562,96.8151,0,U,62195,999,2741,.63617E-3,.17288E-3,0
STARLINK-32682,2024-229E,2025-05-25T03:40:00.429600,15.40716206,.0001584,43.0009,69.5157,268.8404,91.2271,0,U,62196,999,2780,.72603E-3,.30161E-3,0
STARLINK-32663,2024-229F,2025-05-25T04:20:10.085856,15.27580164,.000131,42.9990,100.4075,266.3330,93.7372,0,U,62197,999,2750,.65051E-3,.17682E-3,0
STARLINK-32640,2024-229G,2025-05-25T03:20:57.925248,15.27620644,.0001968,43.0029,100.1009,291.3509,68.7133,0,U,62198,999,2746,.80686E-3,.22035E-3,0
STARLINK-32653,2024-229H,2025-05-24T21:35:19.516416,15.27590912,.0002942,43.0004,94.7723,287.9654,72.0877,0,U,62199,999,2766,.10176E-2,.27857E-3,0
STARLINK-32647,2024-229J,2025-05-25T03:52:26.026176,15.27577350,.000137,42.9992,100.2583,270.3794,89.6900,0,U,62200,999,2749,.59963E-3,.16274E-3,0
STARLINK-32667,2024-229K,2025-05-24T22:18:08.089056,15.27578387,.0001114,43.0020,101.1026,275.3087,84.7638,0,U,62201,999,2640,.67139E-3,.18258E-3,0
STARLINK-32655,2024-229L,2025-05-25T04:09:03.982464,15.27594824,.0001267,42.9996,100.3498,259.4253,100.6456,0,U,62202,999,2746,.60225E-3,.16355E-3,0
STARLINK-32665,2024-229M,2025-05-25T05:17:18.856896,15.27595540,.0001396,42.9979,99.8398,259.6095,100.4599,0,U,62203,999,2758,.54738E-3,.14838E-3,0
STARLINK-32664,2024-229N,2025-05-24T13:50:34.150560,15.27607822,.0001456,42.9970,103.6076,281.8901,78.1787,0,U,62204,999,2737,.52472E-3,.14217E-3,0
STARLINK-32660,2024-229P,2025-05-22T14:21:38.164896,15.36512738,.0002301,42.9998,100.6980,335.9417,24.1330,0,U,62205,999,2722,.14889E-2,.54331E-3,0
STARLINK-32448,2024-229Q,2025-05-25T04:40:18.414912,15.27567926,.0002642,43.0035,99.6455,244.1229,115.9350,0,U,62206,999,2747,.59655E-3,.16184E-3,0
STARLINK-32430,2024-229R,2025-05-25T04:00:30.874464,15.27591018,.0000448,42.9950,96.8441,247.6064,112.4740,0,U,62207,999,2753,.64929E-3,.17654E-3,0
STARLINK-32675,2024-229S,2025-05-25T05:11:47.751360,15.27593986,.0002015,42.9998,99.8125,233.8655,126.2010,0,U,62208,999,2757,.82034E-3,.2239E-3,0
STARLINK-32671,2024-229T,2025-05-24T22:12:47.456928,15.27593101,.0000153,42.9974,101.9314,58.3655,301.7212,0,U,62209,999,2758,.61385E-3,.16675E-3,0
STARLINK-32670,2024-229U,2025-05-25T05:00:39.502656,15.27600189,.0001508,43.0012,99.7556,268.5069,91.5610,0,U,62210,999,2744,.84247E-3,.23008E-3,0
STARLINK-32642,2024-229V,2025-05-24T22:34:47.386272,15.27594321,.0003181,43.0010,101.1824,307.9849,52.0715,0,U,62211,999,2746,.6214E-3,.16885E-3,0
STARLINK-32668,2024-229W,2025-05-25T04:06:03.872160,15.27584032,.0001526,42.9946,96.8751,280.5845,79.4835,0,U,62212,999,2750,.93106E-3,.25451E-3,0
STARLINK-32669,2024-229X,2025-05-25T04:14:37.100256,15.27590130,.0001326,42.9960,100.3742,266.8653,93.2047,0,U,62213,999,2756,.10188E-2,.27888E-3,0
STARLINK-32666,2024-229Y,2025-05-25T04:23:52.177056,15.27586657,.000079,42.9979,100.4234,268.3382,91.7379,0,U,62214,999,2745,.39885E-3,.10732E-3,0
STARLINK-32662,2024-229Z,2025-05-24T07:39:28.628640,15.27591047,.0001149,42.9981,105.1142,267.8961,92.1759,0,U,62215,999,2732,.32706E-3,.8752E-4,0
STARLINK-11394 [DTC],2024-231A,2025-05-25T03:43:04.217088,15.69720376,.0001359,53.1575,83.6535,111.7684,248.3479,0,U,62218,999,2799,.17424E-2,.216184E-2,0
STARLINK-11490 [DTC],2024-231B,2025-05-25T02:18:26.981568,15.69763074,.0001612,53.1576,84.0001,102.2348,257.8850,0,U,62219,999,2809,.18688E-2,.232791E-2,0
STARLINK-11466 [DTC],2024-231C,2025-05-25T04:04:15.448800,15.69772051,.0000437,53.1569,83.7506,286.1312,73.9658,0,U,62220,999,2804,.2076E-2,.259621E-2,0
STARLINK-11468 [DTC],2024-231D,2025-05-25T04:18:23.215968,15.69755181,.0000361,53.1569,83.8142,302.9696,57.1287,0,U,62221,999,2804,.17653E-2,.219443E-2,0
STARLINK-11488 [DTC],2024-231E,2025-05-25T03:57:11.807136,15.69718482,.0001509,53.1574,83.7225,113.4113,246.7063,0,U,62222,999,2783,.11405E-2,.139985E-2,0
STARLINK-11483 [DTC],2024-231F,2025-05-25T04:39:26.238816,15.69719047,.0001284,53.1571,83.1763,73.6601,286.4558,0,U,62223,999,2812,.12603E-2,.155038E-2,0
STARLINK-11492 [DTC],2024-231G,2025-05-25T02:39:38.572704,15.69748390,.0001036,53.1571,84.1064,81.2325,278.8810,0,U,62224,999,2805,.12985E-2,.160047E-2,0
STARLINK-11471 [DTC],2024-231H,2025-05-25T04:46:30.281376,15.69726183,.0001494,53.1571,83.2197,73.1138,287.0044,0,U,62225,999,2779,.1595E-2,.197443E-2,0
STARLINK-11475 [DTC],2024-231J,2025-05-25T04:53:33.911808,15.69744106,.00013,53.1569,83.2386,74.4617,285.6544,0,U,62226,999,2805,.22278E-2,.278973E-2,0
STARLINK-11469 [DTC],2024-231K,2025-05-25T00:32:38.287968,15.69912276,.0000381,53.1573,84.2433,55.4893,304.6161,0,U,62227,999,2802,.21185E-2,.266727E-2,0
STARLINK-11476 [DTC],2024-231L,2025-05-25T03:00:41.160960,15.69762426,.0000838,53.1570,83.4538,51.6551,308.4542,0,U,62228,999,2805,.13883E-2,.171495E-2,0
STARLINK-11485 [DTC],2024-231M,2025-05-25T00:25:34.285152,15.69780241,.0000688,53.1572,84.2102,73.8791,286.2302,0,U,62229,999,2781,.16639E-2,.206695E-2,0
STARLINK-11481 [DTC],2024-231N,2025-05-25T02:53:46.114368,15.69739969,.0001811,53.1571,84.1543,300.0715,60.0123,0,U,62230,999,2802,.14113E-2,.174244E-2,0
STARLINK-32650,2024-231P,2025-05-24T22:03:04.871232,15.30204908,.0001236,53.1582,121.1314,86.0911,274.0231,0,U,62231,999,2752,.5816E-3,.16908E-3,0
STARLINK-32636,2024-231Q,2025-05-25T04:55:34.080384,15.30255429,.0001263,53.1579,119.3674,94.3046,265.8099,0,U,62232,999,2754,.10033E-2,.29525E-3,0
STARLINK-32643,2024-231R,2025-05-25T05:10:58.393632,15.39676046,.000121,53.1560,116.5926,100.9135,259.2006,0,U,62233,999,2761,.12611E-2,.50471E-3,0
STARLINK-32652,2024-231S,2025-05-25T05:29:02.013792,15.30217619,.0002356,53.1574,119.5039,81.4529,278.6739,0,U,62234,999,2757,.74625E-3,.2182E-3,0
STARLINK-32631,2024-231T,2025-05-24T07:35:12.545952,15.39627056,.0001467,53.1581,120.9302,67.3645,292.7514,0,U,62235,999,2749,.80719E-3,.32031E-3,0
STARLINK-32641,2024-231U,2025-05-24T08:21:52.615296,15.39630698,.0001242,53.1577,120.4211,89.8869,270.2278,0,U,62236,999,2747,.53297E-3,.20985E-3,0
STARLINK-32632,2024-231V,2025-05-24T07:45:57.726720,15.30202928,.0001024,53.1579,123.8155,87.7515,272.3603,0,U,62262,999,2746,.55064E-3,.15986E-3,0
STARLINK-11496 [DTC],2024-237A,2025-05-24T20:44:29.083200,15.70875377,.0002712,43.0010,357.9043,267.1647,92.8910,0,U,62267,999,2762,.13425E-2,.175777E-2,0
STARLINK-11501 [DTC],2024-237B,2025-05-24T23:01:43.824000,15.70871014,.0002124,42.9982,356.8821,255.8987,104.1645,0,U,62268,999,2759,.55514E-3,.71495E-3,0
STARLINK-11491 [DTC],2024-237C,2025-05-24T22:54:05.285376,15.70897388,.0002744,42.9995,356.8395,271.7734,88.2820,0,U,62269,999,2763,.15797E-2,.207913E-2,0
STARLINK-11479 [DTC],2024-237D,2025-05-25T00:48:35.996544,15.70874673,.0000986,42.9941,356.5845,30.2221,329.8703,0,U,62270,999,2764,.14209E-2,.186287E-2,0
STARLINK-11489 [DTC],2024-237E,2025-05-24T22:38:59.138592,15.71048638,.0002466,42.9992,357.6495,280.1716,79.8874,0,U,62271,999,2762,.17178E-2,.228124E-2,0
STARLINK-11494 [DTC],2024-237F,2025-05-24T20:36:50.413248,15.70863620,.0002359,43.0018,357.8607,261.0003,99.0597,0,U,62272,999,2757,.11748E-2,.153264E-2,0
STARLINK-11333 [DTC],2024-237G,2025-05-24T14:45:53.624736,15.70871228,.0001508,42.9954,359.4774,276.6393,83.4303,0,U,62273,999,2758,.16334E-2,.21493E-2,0
STARLINK-11504 [DTC],2024-237H,2025-05-24T22:00:45.127008,15.71111422,.0003426,42.9999,357.4334,270.0570,89.9905,0,U,62274,999,2758,.23814E-2,.320873E-2,0
STARLINK-11495 [DTC],2024-237J,2025-05-24T22:46:37.817184,15.70886371,.0001813,42.9987,357.6881,274.8766,85.1895,0,U,62275,999,2757,.14941E-2,.196242E-2,0
STARLINK-11498 [DTC],2024-237K,2025-05-24T23:09:22.717728,15.70881720,.0002526,43.0006,356.9235,282.0383,78.0202,0,U,62276,999,2763,.13922E-2,.182495E-2,0
STARLINK-11484 [DTC],2024-237L,2025-05-24T23:24:40.007520,15.70842369,.0002546,42.9989,357.0061,259.3094,100.7487,0,U,62277,999,2763,.13435E-2,.17566E-2,0
STARLINK-11487 [DTC],2024-237M,2025-05-24T20:59:46.467168,15.70903955,.000073,42.9988,357.9857,194.8409,165.2437,0,U,62278,999,2762,.18165E-2,.24014E-2,0
STARLINK-11499 [DTC],2024-237N,2025-05-24T22:47:56.478336,15.70920374,.0002238,42.9978,357.6958,268.5952,91.4659,0,U,62279,999,2757,.12484E-2,.163485E-2,0
STARLINK-33548,2024-237P,2025-05-25T02:31:44.145984,15.40699453,.0001545,43.0022,37.7527,271.5834,88.4846,0,U,62280,999,2715,.87133E-3,.36266E-3,0
STARLINK-33544,2024-237Q,2025-05-24T23:19:48.924192,15.27590205,.000134,43.0035,47.1169,266.7627,93.3071,0,U,62281,999,2703,.71008E-3,.19335E-3,0
STARLINK-33560,2024-237R,2025-05-24T18:11:26.721024,15.27593174,.0000826,42.9996,48.0854,248.7967,111.2797,0,U,62282,999,2691,.10083E-2,.27599E-3,0
STARLINK-33547,2024-237S,2025-05-23T23:42:08.652960,15.40694217,.0000913,43.0023,43.9782,243.0545,117.0218,0,U,62283,999,2698,.11853E-2,.49521E-3,0
STARLINK-33563,2024-237T,2025-05-25T00:37:19.115616,15.27592679,.0000437,43.0034,46.6581,267.4965,92.5837,0,U,62284,999,2704,.60983E-3,.16563E-3,0
STARLINK-33550,2024-237U,2025-05-25T00:22:31.037664,15.27588037,.0001697,42.9998,46.5781,265.1071,94.9587,0,U,62285,999,2704,.1088E-2,.29806E-3,0
STARLINK-33564,2024-237V,2025-05-25T02:17:01.732416,15.27592128,.0001493,43.0007,46.3202,275.3235,84.7446,0,U,62286,999,2705,.54774E-3,.14846E-3,0
STARLINK-33546,2024-237W,2025-05-24T10:24:21.575520,15.27579818,.000116,43.0037,49.9469,279.7897,80.2823,0,U,62287,999,2686,.49264E-3,.13319E-3,0
STARLINK-33565,2024-237X,2025-05-25T02:18:49.627008,15.40717016,.0002689,43.0043,37.6814,273.5358,86.5191,0,U,62288,999,2715,.81002E-3,.33703E-3,0
STARLINK-33549,2024-237Y,2025-05-25T02:22:34.390560,15.27599639,.0001273,43.0032,46.3505,264.5369,95.5337,0,U,62289,999,2705,.33295E-3,.8916E-4,0
STARLINK-32648,2024-239A,2025-05-25T02:35:17.763072,15.39624166,.0001061,53.1589,91.3113,113.8972,246.2144,0,U,62301,999,2522,.66247E-3,.26193E-3,0
STARLINK-32594,2024-239B,2025-05-25T00:03:30.778848,15.30197252,.0001152,53.1579,92.6330,65.2403,294.8718,0,U,62302,999,2521,.8082E-3,.23652E-3,0
STARLINK-32621,2024-239C,2025-05-25T00:41:16.587744,15.39646174,.0001274,53.1596,91.5231,131.2706,228.8408,0,U,62303,999,2528,.82676E-3,.32841E-3,0
STARLINK-32597,2024-239D,2025-05-25T01:21:24.166944,15.39669644,.000119,53.1576,91.7003,83.3751,276.7389,0,U,62304,999,2523,-.46907E-3,-.19145E-3,0
STARLINK-32649,2024-239E,2025-05-25T03:47:12.138432,15.30211014,.0002003,53.1583,93.7521,78.5004,281.6221,0,U,62305,999,2521,.59369E-3,.17271E-3,0
STARLINK-32633,2024-239F,2025-05-25T02:55:41.837664,15.30211288,.0001577,53.1592,94.2345,99.2613,260.8566,0,U,62306,999,2520,.70878E-3,.20699E-3,0
STARLINK-32646,2024-239G,2025-05-25T00:54:38.918880,15.39638503,.0000198,53.1579,91.5860,176.2069,183.8938,0,U,62307,999,2522,.76042E-3,.30156E-3,0
STARLINK-32706,2024-239H,2025-05-24T21:22:02.021952,15.30209095,.0001293,53.1573,95.6360,92.0289,268.0860,0,U,62308,999,2516,.77853E-3,.22776E-3,0
STARLINK-32678,2024-239J,2025-05-25T00:55:07.632192,15.39635399,.0001024,53.1592,91.5877,128.3593,231.7504,0,U,62309,999,2523,.74307E-3,.29452E-3,0
STARLINK-32696,2024-239K,2025-05-24T21:17:28.551264,15.30207213,.0000916,53.1569,95.6170,86.3353,273.7753,0,U,62310,999,2516,.53073E-3,.15396E-3,0
STARLINK-32700,2024-239L,2025-05-24T22:00:01.999584,15.39615581,.0001304,53.1580,92.3105,95.0718,235.2728,0,U,62311,999,594,.36962E-3,.14411E-3,0
STARLINK-32698,2024-239M,2025-05-25T03:42:48.167424,15.30161244,.0001902,53.1571,94.4432,79.7771,280.3444,0,U,62312,999,2520,.5326E-3,.15429E-3,0
STARLINK-32634,2024-239N,2025-05-24T22:00:01.999584,15.39625055,.0001315,53.1579,92.3131,98.7490,229.7619,0,U,62313,999,594,.29892E-3,.11577E-3,0
STARLINK-32651,2024-239P,2025-05-25T02:52:39.405792,15.30201152,.000058,53.1604,94.2206,48.7215,311.3835,0,U,62314,999,2520,.37116E-3,.1065E-3,0
STARLINK-32627,2024-239Q,2025-05-24T21:23:32.494848,15.30216984,.0001659,53.1583,95.5923,95.8730,264.2460,0,U,62315,999,2516,.68372E-3,.19956E-3,0
STARLINK-32596,2024-239R,2025-05-25T03:29:07.696608,15.30198580,.000172,53.1571,94.3849,95.7935,264.3262,0,U,62316,999,2520,.53729E-3,.15587E-3,0
STARLINK-32519,2024-239S,2025-05-24T13:13:58.883808,15.39640728,.0001283,53.1568,93.5184,70.8128,289.3016,0,U,62317,999,2516,.57009E-3,.22486E-3,0
STARLINK-32576,2024-239T,2025-05-25T02:42:07.051968,15.44408717,.0001477,53.1601,89.9141,102.0314,258.0859,0,U,62318,999,2526,.8804E-3,.41128E-3,0
STARLINK-32527,2024-239U,2025-05-25T00:34:35.551776,15.39636885,.0000955,53.1587,91.4927,99.1771,260.9342,0,U,62319,999,2523,.7317E-3,.28995E-3,0
STARLINK-32481,2024-239V,2025-05-25T02:34:49.087776,15.39650713,.0002742,53.1586,91.3064,93.4717,266.6602,0,U,62320,999,2524,.8587E-3,.34138E-3,0
STARLINK-32645,2024-239W,2025-05-24T03:33:17.917056,15.37261989,.0011708,53.1572,95.9857,31.8828,328.2882,0,U,62321,999,2509,-.48356E-1,-.1611602E-1,0
STARLINK-32654,2024-239X,2025-05-25T02:46:36.233760,15.30194491,.0001613,53.1595,94.1958,74.7733,285.3446,0,U,62322,999,2520,.72591E-3,.21198E-3,0
STARLINK-11444 [DTC],2024-249A,2025-05-24T22:28:25.451616,15.70951756,.000122,42.9977,108.4868,207.2110,152.8694,0,U,62409,999,2411,.13784E-2,.181175E-2,0
STARLINK-11493 [DTC],2024-249B,2025-05-25T04:42:18.641376,15.70856419,.0003916,42.9982,106.9969,283.2016,76.8415,0,U,62410,999,2415,.12254E-2,.159999E-2,0
STARLINK-11453 [DTC],2024-249C,2025-05-25T03:56:26.155968,15.70868856,.0001017,42.9996,106.7404,241.3447,118.7318,0,U,62411,999,2383,.12184E-2,.159108E-2,0
STARLINK-11462 [DTC],2024-249D,2025-05-25T04:04:03.859104,15.70919035,.0001651,42.9975,106.7818,240.9405,119.1297,0,U,62412,999,2383,.15031E-2,.197733E-2,0
STARLINK-11441 [DTC],2024-249E,2025-05-24T22:58:49.274400,15.70888366,.0002664,42.9994,107.7609,281.6236,78.4332,0,U,62413,999,2380,.15532E-2,.204248E-2,0
STARLINK-11445 [DTC],2024-249F,2025-05-24T04:55:23.602656,15.70942306,.0001066,42.9982,112.4447,230.0032,130.0742,0,U,62414,999,2400,.15105E-2,.198931E-2,0
STARLINK-11355 [DTC],2024-249G,2025-05-24T23:00:07.775712,15.70968339,.0001809,42.9989,107.7591,233.1986,126.8716,0,U,62415,999,2411,.17037E-2,.225404E-2,0
STARLINK-11446 [DTC],2024-249H,2025-05-24T22:43:31.742688,15.71022368,.0001942,42.9988,107.6739,239.0967,120.9710,0,U,62416,999,2412,.21788E-2,.29137E-2,0
STARLINK-11428 [DTC],2024-249J,2025-05-24T22:13:08.157504,15.70901767,.0001402,42.9981,108.4065,255.0426,105.0287,0,U,62417,999,2411,.19854E-2,.263221E-2,0
STARLINK-11447 [DTC],2024-249K,2025-05-24T07:35:34.653984,15.70840515,.000163,43.0000,111.5495,269.1336,90.9345,0,U,62418,999,2397,.13247E-2,.173118E-2,0
STARLINK-11439 [DTC],2024-249L,2025-05-25T05:12:42.484032,15.70871528,.0001586,42.9993,106.2695,290.8459,69.2239,0,U,62419,999,2362,.12552E-2,.164045E-2,0
STARLINK-11434 [DTC],2024-249M,2025-05-25T04:27:01.082016,15.70908200,.0001532,42.9995,106.9079,242.3070,117.7642,0,U,62420,999,2410,.13581E-2,.178108E-2,0
STARLINK-11461 [DTC],2024-249N,2025-05-25T04:11:43.570176,15.70866364,.0001097,42.9998,106.8206,245.1159,114.9595,0,U,62421,999,2414,.13642E-2,.178605E-2,0
STARLINK-32692,2024-249P,2025-05-24T10:25:47.095968,15.27589141,.0001877,43.0008,155.5923,275.7070,84.3567,0,U,62422,999,2348,.64024E-3,.17403E-3,0
STARLINK-32680,2024-249Q,2025-05-24T16:57:52.361856,15.40721345,.0001257,42.9981,147.2932,285.0556,75.0161,0,U,62423,999,2360,.834E-3,.34718E-3,0
STARLINK-32638,2024-249R,2025-05-24T12:19:36.200352,15.27599696,.0001141,42.9999,158.8082,274.6601,85.4120,0,U,62424,999,2318,.74055E-3,.20184E-3,0
STARLINK-32283,2024-249S,2025-05-25T00:22:03.416448,15.40720709,.0000927,43.0014,145.3073,262.2158,97.8593,0,U,62425,999,2370,.73096E-3,.30373E-3,0
STARLINK-32676,2024-249T,2025-05-25T00:57:32.727168,15.40725108,.0000914,42.9975,145.4952,263.0133,97.0619,0,U,62426,999,2370,.78558E-3,.3268E-3,0
STARLINK-32659,2024-249U,2025-05-25T01:20:07.067904,15.40729605,.0001437,42.9998,145.6151,249.9676,110.1025,0,U,62427,999,2371,.9638E-3,.40209E-3,0
STARLINK-32614,2024-249V,2025-05-24T11:54:23.369184,15.27589128,.0001871,43.0007,155.2066,279.1317,80.9323,0,U,62428,999,2349,.32532E-3,.8703E-4,0
STARLINK-32418,2024-249W,2025-05-24T16:44:58.274880,15.40713651,.0000694,43.0002,147.2223,338.7388,21.3439,0,U,62429,999,2360,.87411E-3,.36401E-3,0
STARLINK-32702,2024-251A,2025-05-24T22:52:36.915456,15.39630335,.0001708,53.1600,237.7289,76.6781,283.4414,0,U,62432,999,2372,.58963E-3,.23265E-3,0
STARLINK-32712,2024-251B,2025-05-24T23:39:17.162784,15.39624387,.0001665,53.1599,237.2195,101.2115,258.9077,0,U,62433,999,2373,.10796E-2,.43034E-3,0
STARLINK-32674,2024-251C,2025-05-24T13:58:29.253792,15.39641982,.0001107,53.1601,239.6831,106.1389,253.9738,0,U,62434,999,2366,.35432E-3,.13809E-3,0
STARLINK-32711,2024-251D,2025-05-24T13:05:00.149568,15.39600647,.0001257,53.1599,239.4489,82.7267,277.3881,0,U,62435,999,2366,.60149E-3,.23719E-3,0
STARLINK-32697,2024-251E,2025-05-24T13:44:39.116544,15.39641734,.0001642,53.1600,239.6220,92.4890,267.6303,0,U,62436,999,2366,-.6341E-4,-.2937E-4,0
STARLINK-32693,2024-251F,2025-05-24T15:04:11.186400,15.39626307,.0000907,53.1599,236.3453,89.1177,270.9932,0,U,62437,999,2371,.40422E-3,.15806E-3,0
STARLINK-32721,2024-251G,2025-05-24T23:32:36.872448,15.39592534,.000183,53.1604,237.1903,90.4107,269.7107,0,U,62438,999,2366,.25E-3,.9604E-4,0
STARLINK-32709,2024-251H,2025-05-24T13:51:20.266560,15.39625957,.000127,53.1593,239.6522,73.8534,286.2610,0,U,62439,999,2366,.50546E-3,.19875E-3,0
STARLINK-32689,2024-251J,2025-05-24T12:51:37.611072,15.39616111,.0001394,53.1599,239.3896,75.6034,284.5125,0,U,62440,999,2366,.32813E-3,.12746E-3,0
STARLINK-32724,2024-251K,2025-05-24T21:32:30.696000,15.39606522,.0001339,53.1606,238.0909,106.6619,253.4533,0,U,62441,999,2355,.72722E-3,.28785E-3,0
STARLINK-32291,2024-251L,2025-05-24T12:57:50.414112,15.39611962,.0001292,53.1599,239.4172,77.1580,282.9569,0,U,62442,999,2335,.10509E-2,.41855E-3,0
STARLINK-32736,2024-251M,2025-05-24T23:12:39.790944,15.39668890,.0001373,53.1594,237.8195,104.7069,255.4088,0,U,62443,999,2355,.15429E-2,.61918E-3,0
STARLINK-32737,2024-251N,2025-05-25T01:45:41.839488,15.39685814,.0001182,53.1595,237.0563,67.3695,292.7434,0,U,62444,999,2373,-.12514E-2,-.50233E-3,0
STARLINK-32683,2024-251P,2025-05-24T12:31:05.675808,15.39632074,.0001235,53.1616,239.2978,95.7979,264.3166,0,U,62445,999,2366,.5792E-3,.22846E-3,0
STARLINK-32726,2024-251Q,2025-05-24T16:05:02.119488,15.40623665,.0000598,53.1601,238.8073,26.5345,333.5690,0,U,62446,999,2337,.20512E-1,.926253E-2,0
STARLINK-32730,2024-251R,2025-05-24T15:38:31.301952,15.39619236,.0001006,53.1602,238.6863,92.9941,267.1179,0,U,62447,999,2368,.78175E-3,.30996E-3,0
STARLINK-32719,2024-251S,2025-05-24T13:17:57.461856,15.30192339,.0001068,53.1576,238.6480,69.5422,290.5694,0,U,62448,999,2350,.30201E-3,.8594E-4,0
STARLINK-32723,2024-251T,2025-05-24T16:31:32.643264,15.39632173,.0001195,53.1592,238.9254,49.3946,310.7162,0,U,62449,999,2352,.68376E-3,.27058E-3,0
STARLINK-32722,2024-251U,2025-05-25T06:00:02.000160,15.39603326,.0001276,53.1600,235.9160,96.6183,317.4410,0,U,62450,999,2339,.10226E-2,.407E-3,0
STARLINK-32720,2024-251V,2025-05-24T23:18:52.877376,15.39634079,.0001114,53.1600,237.8417,93.8245,266.2887,0,U,62451,999,2334,.66848E-3,.26444E-3,0
STARLINK-32656,2024-251W,2025-05-24T22:00:01.999584,15.39645496,.0001138,53.1597,237.5899,90.9208,223.0315,0,U,62452,999,594,-.11415E-2,-.45822E-3,0
STARLINK-32690,2024-251X,2025-05-23T13:56:00.075552,15.42530871,.001954,53.1591,244.0937,225.1305,134.8115,0,U,62453,999,2313,.48471E-1,.2413378E-1,0
STARLINK-11518 [DTC],2024-254A,2025-05-25T01:33:53.684352,15.70824193,.0001535,43.0010,163.1147,274.2901,85.7791,0,U,62462,999,2400,.13694E-4,.1308E-4,0
STARLINK-11455 [DTC],2024-254B,2025-05-24T11:57:30.302496,15.70827680,.0001526,43.0032,166.6064,274.1707,85.8986,0,U,62463,999,2391,.20001E-5,-.192E-5,0
STARLINK-11459 [DTC],2024-254C,2025-05-24T12:20:15.379296,15.70828575,.0001267,43.0015,165.8394,275.2095,84.8628,0,U,62464,999,2391,.12905E-6,-.432E-5,0
STARLINK-11178 [DTC],2024-254D,2025-05-24T10:03:00.562464,15.70829145,.0001335,43.0002,166.8602,275.3639,84.7077,0,U,62465,999,2374,-.34771E-5,-.894E-5,0
